"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"TATAPOWER","EQ","20-Apr-2021","         93.80","         96.00","         96.00","         92.40","         93.45","         93.60","         94.39","   35631799","          3363413309.65","      87055","    5001618","         14.04"
"TATAPOWER","EQ","22-Apr-2021","         93.60","         94.00","         95.00","         92.40","         94.40","         94.25","         94.07","   34186730","          3216110549.35","      75874","    3643150","         10.66"
"TATAPOWER","EQ","23-Apr-2021","         94.25","         94.20","         96.90","         93.55","         95.55","         95.65","         95.65","   40943046","          3916324220.85","      80844","    4778313","         11.67"
"TATAPOWER","EQ","26-Apr-2021","         95.65","         95.70","         97.15","         95.50","         96.40","         96.30","         96.22","   24546834","          2361849211.40","      60894","    3095003","         12.61"
"TATAPOWER","EQ","27-Apr-2021","         96.30","         96.95","         98.45","         96.40","         98.10","         98.00","         97.58","   26892254","          2624083329.65","      61323","    4248611","         15.80"
"TATAPOWER","EQ","28-Apr-2021","         98.00","         98.60","         99.15","         97.65","         97.70","         97.95","         98.34","   32345591","          3180707773.75","      73229","    8426261","         26.05"
"TATAPOWER","EQ","29-Apr-2021","         97.95","         98.90","        100.20","         97.45","         97.80","         97.65","         98.55","   39809692","          3923296166.35","      78428","    5363619","         13.47"
"TATAPOWER","EQ","30-Apr-2021","         97.65","         96.95","        101.40","         96.25","         98.80","         98.85","         99.54","   40125740","          3994077192.50","      94656","    6197483","         15.45"
"TATAPOWER","EQ","03-May-2021","         98.85","         97.95","        100.40","         96.35","        100.00","         99.85","         98.62","   37404501","          3688711393.00","      94185","    4237192","         11.33"
"TATAPOWER","EQ","04-May-2021","         99.85","        100.60","        103.40","        100.00","        101.55","        101.05","        101.85","   55562146","          5658757658.70","     131351","   13109177","         23.59"
"TATAPOWER","EQ","05-May-2021","        101.05","        102.40","        102.95","        100.25","        101.90","        102.00","        101.60","   25421812","          2582883925.70","      67162","    3650513","         14.36"
"TATAPOWER","EQ","06-May-2021","        102.00","        102.55","        104.65","        101.60","        102.85","        102.90","        102.94","   35150275","          3618541682.35","      93687","    6872291","         19.55"
"TATAPOWER","EQ","07-May-2021","        102.90","        103.85","        103.95","        102.25","        102.55","        102.70","        102.84","   28791094","          2961004639.40","      67958","    8086222","         28.09"
"TATAPOWER","EQ","10-May-2021","        102.70","        103.75","        110.50","        103.20","        110.40","        109.95","        107.20","   70028129","          7506732523.40","     181939","   17331481","         24.75"
"TATAPOWER","EQ","11-May-2021","        109.95","        109.00","        111.15","        107.10","        109.10","        109.35","        109.51","   64737614","          7089579180.60","     153214","   12207501","         18.86"
"TATAPOWER","EQ","12-May-2021","        109.35","        110.35","        110.55","        105.15","        107.60","        106.60","        107.35","   61946163","          6649842943.80","     147438","   10723048","         17.31"
"TATAPOWER","EQ","14-May-2021","        106.60","        106.35","        108.00","        101.00","        101.80","        101.50","        102.80","   66640242","          6850875820.40","     202882","   12534785","         18.81"
"TATAPOWER","EQ","17-May-2021","        101.50","        102.50","        104.30","        101.65","        103.80","        103.45","        102.84","   40412520","          4156042982.40","     112539","    7127668","         17.64"
"TATAPOWER","EQ","18-May-2021","        103.45","        105.00","        107.35","        104.65","        105.45","        105.35","        105.81","   40666745","          4303058902.70","     111199","    6963853","         17.12"
"TATAPOWER","EQ","19-May-2021","        105.35","        105.05","        107.00","        103.90","        104.30","        104.25","        105.43","   31394002","          3309998044.05","      79221","    5831591","         18.58"
"TATAPOWER","EQ","20-May-2021","        104.25","        105.20","        105.45","        102.45","        103.05","        102.95","        103.53","   19494462","          2018341654.15","      62925","    3523595","         18.07"
"TATAPOWER","EQ","21-May-2021","        102.95","        103.85","        106.00","        103.30","        105.00","        104.90","        105.02","   27004076","          2835890539.35","      84253","    5599043","         20.73"
"TATAPOWER","EQ","24-May-2021","        104.90","        105.60","        107.95","        104.50","        107.20","        107.30","        106.65","   41530007","          4429020023.95","     107289","   12141432","         29.24"
"TATAPOWER","EQ","25-May-2021","        107.30","        108.30","        109.35","        106.65","        107.70","        107.45","        108.08","   35294915","          3814576761.35","     100548","    6533410","         18.51"
"TATAPOWER","EQ","26-May-2021","        107.45","        108.00","        108.30","        105.80","        106.00","        106.10","        106.90","   26772472","          2862027519.95","      71207","    6527444","         24.38"
"TATAPOWER","EQ","27-May-2021","        106.10","        106.10","        107.00","        104.90","        106.70","        106.35","        105.99","   21200089","          2246937407.40","      63765","    4937201","         23.29"
"TATAPOWER","EQ","28-May-2021","        106.35","        107.20","        107.50","        105.10","        105.60","        105.35","        105.88","   19973552","          2114827567.05","      65330","    4808337","         24.07"
"TATAPOWER","EQ","31-May-2021","        105.35","        105.30","        106.95","        103.80","        106.50","        106.45","        105.92","   29739476","          3150001108.85","      90119","    6337316","         21.31"
"TATAPOWER","EQ","01-Jun-2021","        106.45","        106.40","        106.40","        103.70","        104.90","        104.65","        104.79","   25038000","          2623618021.10","      90941","    7815423","         31.21"
"TATAPOWER","EQ","02-Jun-2021","        104.65","        104.50","        108.40","        104.35","        107.90","        108.10","        107.05","   31238619","          3344204137.75","      82475","   10380952","         33.23"
"TATAPOWER","EQ","03-Jun-2021","        108.10","        110.00","        110.50","        107.90","        108.50","        108.65","        109.00","   38360946","          4181510475.50","     137380","    8993477","         23.44"
"TATAPOWER","EQ","04-Jun-2021","        108.65","        109.10","        109.10","        107.00","        108.00","        108.15","        107.99","   19048139","          2056931892.10","      65880","    3431823","         18.02"
"TATAPOWER","EQ","07-Jun-2021","        108.15","        109.00","        115.00","        108.30","        113.75","        113.35","        113.14","   95358858","         10788862795.00","     282369","   29517331","         30.95"
"TATAPOWER","EQ","08-Jun-2021","        113.35","        114.40","        119.20","        114.00","        117.45","        117.05","        117.13","   93023993","         10896332680.65","     337389","   20723003","         22.28"
"TATAPOWER","EQ","09-Jun-2021","        117.05","        120.75","        132.70","        119.00","        125.00","        124.65","        125.84","  360661838","         45385749898.50","     988654","   58376445","         16.19"
"TATAPOWER","EQ","10-Jun-2021","        124.65","        128.00","        130.40","        125.10","        127.55","        127.60","        127.62","  140351463","         17912088245.25","     381822","   20779816","         14.81"
"TATAPOWER","EQ","11-Jun-2021","        127.60","        128.75","        128.75","        124.25","        125.60","        125.70","        126.26","   62530141","          7894974066.85","     200281","   14775280","         23.63"
